transaction_id,timestamp,account_id,user_id,amount,transaction_type,merchant,card_number,location,status,description,risk_score,day_of_week,hour,is_weekend
FRAUD_AMT_00011,2024-02-24 03:36:00,FRAUD_AMT_013,FRAUD_USER_036,439201.98,withdrawal,Investment Firm,****4567,Cayman Islands,success,Unusual high-value transaction,0.93,Saturday,3,True
TXN00000106,2024-02-24 04:48:16,ACC000128,USER0383,28.4,transfer,Shell Gas,****3116,"San Antonio, TX",success,Normal payment transaction,0.24,Saturday,4,True
TXN00000162,2024-02-24 06:52:34,ACC000070,USER0071,114.59,purchase,Best Buy,****4972,"New York, NY",success,Normal payment transaction,0.15,Saturday,6,True
FRAUD_AMT_00040,2024-02-24 09:32:00,FRAUD_AMT_016,FRAUD_USER_007,394889.23,purchase,Investment Firm,****4445,"Miami, FL",success,Unusual high-value transaction,0.78,Saturday,9,True
TXN00000413,2024-02-24 10:01:49,ACC000142,USER0262,420.77,payment,McDonald's,****2544,"New York, NY",success,Normal transfer transaction,0.17,Saturday,10,True
TXN00000119,2024-02-24 10:49:31,ACC000040,USER0040,200.0,deposit,Starbucks,****9317,"Dallas, TX",success,Normal payment transaction,0.11,Saturday,10,True
TXN00000749,2024-02-25 04:38:35,ACC000033,USER0374,75.02,payment,Gas Station,****2218,"Dallas, TX",success,Normal deposit transaction,0.15,Sunday,4,True
TXN00000857,2024-02-25 14:52:24,ACC000054,USER0417,25.38,payment,Bank ATM,****6108,"Jacksonville, FL",success,Normal transfer transaction,0.23,Sunday,14,True
TXN00000221,2024-02-26 09:02:17,ACC000200,USER0235,61.29,payment,Pharmacy,****9369,"Los Angeles, CA",success,Normal payment transaction,0.12,Monday,9,False
LAUNDER_0040,2024-02-26 14:00:00,LAUNDER_002,LAUNDER_USER_08,9900.0,transfer,Wire Transfer,****9818,Bank Branch,success,Structured transaction to avoid reporting,0.95,Monday,14,False
TXN00000188,2024-02-26 23:09:01,ACC000149,USER0369,187.28,transfer,CVS Pharmacy,****3497,"Houston, TX",success,Normal deposit transaction,0.15,Monday,23,False
TXN00000656,2024-02-27 01:17:58,ACC000002,USER0201,92.53,withdrawal,Bank ATM,****2340,"San Jose, CA",success,Normal purchase transaction,0.3,Tuesday,1,False
TXN00000852,2024-02-27 01:52:00,ACC000177,USER0371,198.74,transfer,Best Buy,****3788,"Los Angeles, CA",success,Normal withdrawal transaction,0.24,Tuesday,1,False
TXN00000464,2024-02-27 04:55:57,ACC000101,USER0094,183.01,deposit,Bank ATM,****8426,"San Diego, CA",success,Normal purchase transaction,0.11,Tuesday,4,False
TXN00000935,2024-02-27 05:18:58,ACC000028,USER0474,123.2,withdrawal,Home Depot,****3310,"Los Angeles, CA",success,Normal withdrawal transaction,0.21,Tuesday,5,False
LAUNDER_0038,2024-02-27 09:00:00,LAUNDER_004,LAUNDER_USER_05,9800.0,transfer,Wire Transfer,****5074,Money Exchange,success,Structured transaction to avoid reporting,0.91,Tuesday,9,False
TXN00000160,2024-02-27 09:49:18,ACC000123,USER0179,591.2,payment,Home Depot,****5715,"Los Angeles, CA",success,Normal payment transaction,0.24,Tuesday,9,False
TXN00000793,2024-02-27 21:24:43,ACC000044,USER0057,289.93,withdrawal,Starbucks,****5617,"Philadelphia, PA",success,Normal purchase transaction,0.22,Tuesday,21,False
TXN00000657,2024-02-27 22:27:04,ACC000017,USER0321,463.38,purchase,Amazon,****8863,"San Antonio, TX",success,Normal purchase transaction,0.22,Tuesday,22,False
TXN00000293,2024-02-27 23:55:19,ACC000096,USER0134,177.93,payment,CVS Pharmacy,****8598,"Los Angeles, CA",success,Normal transfer transaction,0.11,Tuesday,23,False
TXN00000592,2024-02-28 05:02:30,ACC000112,USER0060,142.66,transfer,Walmart,****8233,"Philadelphia, PA",success,Normal payment transaction,0.2,Wednesday,5,False
TXN00000337,2024-02-28 08:26:24,ACC000081,USER0009,83.87,transfer,Starbucks,****9762,"New York, NY",success,Normal payment transaction,0.11,Wednesday,8,False
TXN00000232,2024-02-28 12:05:46,ACC000077,USER0071,494.05,transfer,McDonald's,****3340,"Los Angeles, CA",success,Normal payment transaction,0.21,Wednesday,12,False
TXN00000643,2024-02-29 00:17:35,ACC000143,USER0334,397.05,withdrawal,CVS Pharmacy,****7664,"San Diego, CA",success,Normal purchase transaction,0.27,Thursday,0,False
TXN00000163,2024-02-29 01:06:26,ACC000175,USER0395,97.12,withdrawal,Amazon,****3587,"San Antonio, TX",success,Normal transfer transaction,0.2,Thursday,1,False
TXN00000360,2024-02-29 02:18:38,ACC000182,USER0381,351.22,purchase,Starbucks,****9515,"New York, NY",success,Normal transfer transaction,0.23,Thursday,2,False
TXN00000191,2024-02-29 02:45:09,ACC000096,USER0031,103.62,payment,Pharmacy,****8993,"New York, NY",success,Normal purchase transaction,0.21,Thursday,2,False
TXN00000260,2024-02-29 05:06:15,ACC000189,USER0029,56.97,withdrawal,Restaurant,****6813,"Chicago, IL",success,Normal withdrawal transaction,0.15,Thursday,5,False
TXN00000773,2024-02-29 07:21:27,ACC000165,USER0027,104.42,deposit,Starbucks,****5411,"Philadelphia, PA",success,Normal deposit transaction,0.29,Thursday,7,False
TXN00000214,2024-02-29 12:40:11,ACC000102,USER0015,133.18,payment,Grocery Store,****8365,"San Jose, CA",success,Normal transfer transaction,0.18,Thursday,12,False
TXN00000002,2024-02-29 16:38:01,ACC000180,USER0280,144.62,transfer,Best Buy,****8359,"San Jose, CA",success,Normal deposit transaction,0.26,Thursday,16,False
TXN00000524,2024-02-29 16:41:21,ACC000166,USER0403,71.84,deposit,Pharmacy,****9686,"Dallas, TX",success,Normal transfer transaction,0.19,Thursday,16,False
TXN00000727,2024-02-29 19:31:25,ACC000122,USER0338,478.67,purchase,Restaurant,****5814,"San Jose, CA",success,Normal withdrawal transaction,0.24,Thursday,19,False
TXN00000893,2024-02-29 23:50:15,ACC000187,USER0457,176.75,transfer,Gas Station,****2054,"New York, NY",success,Normal payment transaction,0.15,Thursday,23,False
TXN00000505,2024-03-01 06:07:33,ACC000139,USER0260,890.18,withdrawal,Supermarket,****4409,"Phoenix, AZ",success,Normal purchase transaction,0.14,Friday,6,False
TXN00000958,2024-03-01 10:29:45,ACC000190,USER0376,113.19,purchase,Starbucks,****7974,"Jacksonville, FL",success,Normal purchase transaction,0.18,Friday,10,False
TXN00000799,2024-03-01 11:00:13,ACC000035,USER0472,646.7,purchase,Walmart,****6723,"Philadelphia, PA",success,Normal withdrawal transaction,0.16,Friday,11,False
TXN00000267,2024-03-01 11:20:10,ACC000182,USER0344,192.8,deposit,Supermarket,****1186,"Phoenix, AZ",success,Normal withdrawal transaction,0.15,Friday,11,False
TXN00000456,2024-03-01 11:28:53,ACC000029,USER0192,441.85,purchase,Grocery Store,****2517,"San Diego, CA",success,Normal payment transaction,0.1,Friday,11,False
TXN00000121,2024-03-01 14:39:18,ACC000062,USER0159,387.2,transfer,Grocery Store,****7026,"Austin, TX",success,Normal payment transaction,0.3,Friday,14,False
LAUNDER_0030,2024-03-01 15:00:00,LAUNDER_005,LAUNDER_USER_03,9750.0,transfer,Cash Deposit,****9566,Offshore Bank,success,Structured transaction to avoid reporting,0.86,Friday,15,False
TXN00000276,2024-03-01 15:19:05,ACC000009,USER0258,171.52,payment,McDonald's,****2970,"San Diego, CA",success,Normal withdrawal transaction,0.29,Friday,15,False
TXN00000038,2024-03-01 21:19:14,ACC000122,USER0313,236.97,purchase,Supermarket,****7790,"Austin, TX",success,Normal payment transaction,0.14,Friday,21,False
TXN00000910,2024-03-01 22:28:41,ACC000009,USER0139,1085.16,deposit,Restaurant,****5921,"Los Angeles, CA",success,Normal purchase transaction,0.16,Friday,22,False
TXN00000476,2024-03-01 22:32:17,ACC000094,USER0018,111.5,purchase,Pharmacy,****7038,"Los Angeles, CA",success,Normal payment transaction,0.2,Friday,22,False
TXN00000508,2024-03-01 23:28:37,ACC000192,USER0347,86.72,deposit,Best Buy,****2804,"Philadelphia, PA",success,Normal withdrawal transaction,0.12,Friday,23,False
TXN00000240,2024-03-02 01:15:05,ACC000015,USER0159,689.84,withdrawal,Starbucks,****1207,"Jacksonville, FL",success,Normal withdrawal transaction,0.24,Saturday,1,True
TXN00000626,2024-03-02 09:46:27,ACC000096,USER0133,247.96,payment,Online Store,****3028,"New York, NY",success,Normal purchase transaction,0.19,Saturday,9,True
TXN00000236,2024-03-02 15:24:07,ACC000019,USER0271,129.43,purchase,Online Store,****6185,"Chicago, IL",success,Normal transfer transaction,0.27,Saturday,15,True
TXN00000855,2024-03-02 18:30:42,ACC000198,USER0375,59.71,transfer,Best Buy,****2504,"Phoenix, AZ",success,Normal deposit transaction,0.24,Saturday,18,True
TXN00000197,2024-03-02 18:53:54,ACC000085,USER0197,179.82,withdrawal,Target,****9204,"Jacksonville, FL",success,Normal deposit transaction,0.11,Saturday,18,True
TXN00000348,2024-03-02 19:43:10,ACC000145,USER0486,327.38,payment,McDonald's,****8921,"Philadelphia, PA",success,Normal purchase transaction,0.14,Saturday,19,True
TXN00000802,2024-03-03 02:00:36,ACC000121,USER0381,812.33,withdrawal,CVS Pharmacy,****8703,"San Antonio, TX",success,Normal deposit transaction,0.19,Sunday,2,True
TXN00000109,2024-03-03 13:37:25,ACC000080,USER0382,82.17,deposit,Best Buy,****6456,"Chicago, IL",success,Normal purchase transaction,0.2,Sunday,13,True
TXN00000247,2024-03-03 14:23:37,ACC000188,USER0462,4103.54,payment,Best Buy,****3466,"New York, NY",success,Normal transfer transaction,0.1,Sunday,14,True
TXN00000284,2024-03-04 01:29:03,ACC000119,USER0259,419.18,transfer,Starbucks,****1500,"Houston, TX",success,Normal deposit transaction,0.2,Monday,1,False
FRAUD_AMT_00032,2024-03-04 07:16:00,FRAUD_AMT_008,FRAUD_USER_015,25000.0,purchase,Unknown Merchant,****3907,"Las Vegas, NV",success,Unusual high-value transaction,0.94,Monday,7,False
TXN00000513,2024-03-04 07:20:27,ACC000152,USER0485,178.91,withdrawal,Amazon,****7844,"New York, NY",success,Normal purchase transaction,0.3,Monday,7,False
TXN00000253,2024-03-04 11:25:32,ACC000045,USER0016,63.27,transfer,Supermarket,****5093,"Los Angeles, CA",success,Normal transfer transaction,0.12,Monday,11,False
TXN00000387,2024-03-04 23:18:28,ACC000044,USER0015,30.6,purchase,Online Store,****6328,"San Diego, CA",success,Normal transfer transaction,0.29,Monday,23,False
TXN00000230,2024-03-05 02:23:42,ACC000079,USER0372,517.07,withdrawal,Gas Station,****2494,"Jacksonville, FL",success,Normal purchase transaction,0.1,Tuesday,2,False
TXN00000057,2024-03-05 07:07:46,ACC000138,USER0487,28.31,withdrawal,Grocery Store,****4545,"Jacksonville, FL",success,Normal transfer transaction,0.16,Tuesday,7,False
LAUNDER_0004,2024-03-05 11:00:00,LAUNDER_002,LAUNDER_USER_06,9900.0,deposit,Cash Deposit,****9151,Offshore Bank,success,Structured transaction to avoid reporting,0.89,Tuesday,11,False
TXN00000899,2024-03-05 12:45:22,ACC000074,USER0039,174.94,payment,Best Buy,****9482,"San Jose, CA",success,Normal payment transaction,0.16,Tuesday,12,False
TXN00000396,2024-03-05 12:53:00,ACC000064,USER0198,154.79,transfer,Best Buy,****1549,"Houston, TX",success,Normal transfer transaction,0.25,Tuesday,12,False
TXN00000493,2024-03-05 14:01:57,ACC000001,USER0478,132.31,purchase,Restaurant,****5365,"Chicago, IL",success,Normal deposit transaction,0.28,Tuesday,14,False
TXN00000398,2024-03-05 15:40:19,ACC000171,USER0112,178.07,purchase,Best Buy,****8113,"Philadelphia, PA",success,Normal purchase transaction,0.13,Tuesday,15,False
TXN00000578,2024-03-06 09:05:59,ACC000042,USER0469,368.31,transfer,Bank ATM,****7656,"New York, NY",success,Normal deposit transaction,0.27,Wednesday,9,False
TXN00000049,2024-03-06 11:10:38,ACC000030,USER0399,150.85,withdrawal,CVS Pharmacy,****2771,"San Jose, CA",success,Normal purchase transaction,0.29,Wednesday,11,False
TXN00000412,2024-03-06 11:28:28,ACC000073,USER0306,227.73,purchase,McDonald's,****5945,"New York, NY",success,Normal deposit transaction,0.3,Wednesday,11,False
FRAUD_AMT_00008,2024-03-06 12:02:00,FRAUD_AMT_003,FRAUD_USER_041,250000.0,withdrawal,Investment Firm,****2361,"Miami, FL",success,Unusual high-value transaction,0.89,Wednesday,12,False
TXN00000086,2024-03-06 15:51:18,ACC000020,USER0073,292.14,withdrawal,Restaurant,****6992,"Los Angeles, CA",success,Normal transfer transaction,0.1,Wednesday,15,False
LAUNDER_0029,2024-03-06 16:00:00,LAUNDER_002,LAUNDER_USER_02,9800.0,transfer,Cash Deposit,****7250,Money Exchange,success,Structured transaction to avoid reporting,0.86,Wednesday,16,False
TXN00000575,2024-03-06 18:03:31,ACC000029,USER0163,141.43,payment,Gas Station,****8780,"Austin, TX",success,Normal withdrawal transaction,0.29,Wednesday,18,False
TXN00000914,2024-03-07 05:24:29,ACC000004,USER0144,1527.49,deposit,Target,****5094,"Dallas, TX",success,Normal deposit transaction,0.17,Thursday,5,False
TXN00000369,2024-03-07 05:26:32,ACC000076,USER0175,19.12,purchase,Home Depot,****9813,"San Jose, CA",success,Normal deposit transaction,0.24,Thursday,5,False
TXN00000539,2024-03-07 05:37:03,ACC000178,USER0070,94.9,deposit,Shell Gas,****1866,"Phoenix, AZ",success,Normal deposit transaction,0.18,Thursday,5,False
TXN00000210,2024-03-07 07:32:47,ACC000148,USER0114,118.2,transfer,Online Store,****7408,"San Diego, CA",success,Normal payment transaction,0.24,Thursday,7,False
LAUNDER_0019,2024-03-07 10:00:00,LAUNDER_005,LAUNDER_USER_03,9750.0,deposit,Cash Deposit,****4634,Offshore Bank,success,Structured transaction to avoid reporting,0.88,Thursday,10,False
TXN00000557,2024-03-07 17:21:51,ACC000009,USER0221,962.06,purchase,Restaurant,****8374,"Philadelphia, PA",success,Normal transfer transaction,0.19,Thursday,17,False
TXN00000980,2024-03-07 22:28:16,ACC000094,USER0179,74.25,payment,Supermarket,****3793,"New York, NY",success,Normal payment transaction,0.18,Thursday,22,False
TXN00000995,2024-03-07 23:40:07,ACC000116,USER0258,161.47,deposit,Pharmacy,****6489,"Dallas, TX",success,Normal deposit transaction,0.12,Thursday,23,False
TXN00000033,2024-03-08 01:06:38,ACC000081,USER0224,147.07,payment,Starbucks,****7311,"San Jose, CA",success,Normal withdrawal transaction,0.15,Friday,1,False
TXN00000916,2024-03-08 05:28:29,ACC000010,USER0495,6.73,deposit,Pharmacy,****4569,"San Antonio, TX",success,Normal purchase transaction,0.22,Friday,5,False
LAUNDER_0010,2024-03-08 12:00:00,LAUNDER_002,LAUNDER_USER_04,9850.0,deposit,Cash Deposit,****4695,Bank Branch,success,Structured transaction to avoid reporting,0.86,Friday,12,False
FRAUD_AMT_00042,2024-03-08 15:59:00,FRAUD_AMT_012,FRAUD_USER_010,50000.0,withdrawal,Investment Firm,****6798,Monaco,success,Unusual high-value transaction,0.81,Friday,15,False
FRAUD_AMT_00022,2024-03-08 18:48:00,FRAUD_AMT_012,FRAUD_USER_027,25000.0,purchase,Investment Firm,****3325,"Miami, FL",success,Unusual high-value transaction,0.9,Friday,18,False
TXN00000816,2024-03-08 21:02:39,ACC000180,USER0421,832.47,payment,Amazon,****3532,"Los Angeles, CA",success,Normal deposit transaction,0.18,Friday,21,False
TXN00000216,2024-03-08 21:55:31,ACC000153,USER0199,129.63,payment,Restaurant,****2871,"Philadelphia, PA",success,Normal deposit transaction,0.27,Friday,21,False
TXN00000723,2024-03-09 00:42:37,ACC000002,USER0193,368.85,payment,Home Depot,****8961,"San Diego, CA",success,Normal deposit transaction,0.22,Saturday,0,True
TXN00000756,2024-03-09 01:58:46,ACC000200,USER0128,77.18,payment,Gas Station,****8500,"Chicago, IL",success,Normal transfer transaction,0.3,Saturday,1,True
TXN00000982,2024-03-09 02:32:49,ACC000067,USER0017,47.56,purchase,Shell Gas,****8785,"Chicago, IL",success,Normal transfer transaction,0.22,Saturday,2,True
TXN00000065,2024-03-09 04:04:03,ACC000192,USER0423,64.98,payment,CVS Pharmacy,****8195,"Los Angeles, CA",success,Normal transfer transaction,0.24,Saturday,4,True
TXN00000203,2024-03-09 09:17:31,ACC000071,USER0216,37.61,deposit,Pharmacy,****2260,"Philadelphia, PA",success,Normal deposit transaction,0.29,Saturday,9,True
TXN00000408,2024-03-09 16:02:46,ACC000056,USER0492,64.26,payment,Starbucks,****2658,"Jacksonville, FL",success,Normal withdrawal transaction,0.21,Saturday,16,True
FRAUD_AMT_00033,2024-03-09 17:17:00,FRAUD_AMT_003,FRAUD_USER_009,135506.37,purchase,Investment Firm,****1997,"Miami, FL",success,Unusual high-value transaction,0.76,Saturday,17,True
TXN00000611,2024-03-09 20:26:56,ACC000166,USER0178,101.48,transfer,Gas Station,****1340,"Chicago, IL",success,Normal deposit transaction,0.25,Saturday,20,True
TXN00000308,2024-03-09 23:05:23,ACC000117,USER0140,520.62,transfer,Pharmacy,****7909,"Austin, TX",success,Normal withdrawal transaction,0.12,Saturday,23,True
TXN00000201,2024-03-10 03:08:05,ACC000143,USER0263,92.52,transfer,Starbucks,****1430,"Los Angeles, CA",success,Normal deposit transaction,0.21,Sunday,3,True
TXN00000461,2024-03-10 04:45:51,ACC000019,USER0160,52.74,payment,Bank ATM,****9856,"San Diego, CA",success,Normal purchase transaction,0.13,Sunday,4,True
TXN00000251,2024-03-10 07:04:12,ACC000028,USER0080,155.18,purchase,Shell Gas,****8365,"San Diego, CA",success,Normal deposit transaction,0.18,Sunday,7,True
LAUNDER_0035,2024-03-10 10:00:00,LAUNDER_005,LAUNDER_USER_02,9850.0,deposit,Cash Deposit,****4909,Money Exchange,success,Structured transaction to avoid reporting,0.93,Sunday,10,True
TXN00000303,2024-03-10 19:38:44,ACC000027,USER0262,166.98,payment,Starbucks,****5631,"Los Angeles, CA",success,Normal purchase transaction,0.2,Sunday,19,True
TXN00000772,2024-03-11 06:59:09,ACC000024,USER0443,125.21,purchase,Restaurant,****7673,"Dallas, TX",success,Normal deposit transaction,0.24,Monday,6,False
TXN00000964,2024-03-11 09:52:58,ACC000160,USER0393,444.6,transfer,Home Depot,****9864,"Austin, TX",success,Normal withdrawal transaction,0.12,Monday,9,False
LAUNDER_0022,2024-03-11 12:00:00,LAUNDER_002,LAUNDER_USER_09,9850.0,transfer,Cash Deposit,****5561,Offshore Bank,success,Structured transaction to avoid reporting,0.97,Monday,12,False
TXN00000862,2024-03-11 16:38:31,ACC000013,USER0331,26.29,withdrawal,Starbucks,****4597,"Los Angeles, CA",success,Normal purchase transaction,0.28,Monday,16,False
TXN00000399,2024-03-11 18:07:25,ACC000177,USER0244,233.59,payment,McDonald's,****7084,"Los Angeles, CA",success,Normal withdrawal transaction,0.13,Monday,18,False
TXN00000673,2024-03-12 04:54:32,ACC000021,USER0402,367.39,transfer,Target,****3743,"Dallas, TX",success,Normal transfer transaction,0.25,Tuesday,4,False
TXN00000785,2024-03-12 05:16:01,ACC000200,USER0481,195.86,payment,Starbucks,****7258,"Austin, TX",success,Normal deposit transaction,0.27,Tuesday,5,False
TXN00000730,2024-03-12 07:46:16,ACC000172,USER0064,190.54,withdrawal,Pharmacy,****2481,"Jacksonville, FL",success,Normal deposit transaction,0.27,Tuesday,7,False
FRAUD_AMT_00012,2024-03-12 10:49:00,FRAUD_AMT_011,FRAUD_USER_033,97537.45,purchase,Unknown Merchant,****4688,Cayman Islands,success,Unusual high-value transaction,0.82,Tuesday,10,False
TXN00000032,2024-03-12 11:41:32,ACC000138,USER0170,196.32,purchase,Starbucks,****5279,"Chicago, IL",success,Normal payment transaction,0.29,Tuesday,11,False
TXN00000843,2024-03-12 12:06:37,ACC000053,USER0489,332.52,transfer,Gas Station,****8309,"San Antonio, TX",success,Normal payment transaction,0.25,Tuesday,12,False
LAUNDER_0005,2024-03-12 14:00:00,LAUNDER_003,LAUNDER_USER_10,9800.0,deposit,Cash Deposit,****6432,Offshore Bank,success,Structured transaction to avoid reporting,0.97,Tuesday,14,False
TXN00000196,2024-03-12 17:36:42,ACC000081,USER0009,186.11,withdrawal,McDonald's,****7525,"Los Angeles, CA",success,Normal deposit transaction,0.13,Tuesday,17,False
TXN00000669,2024-03-13 05:14:56,ACC000142,USER0126,38.99,withdrawal,Grocery Store,****1352,"Chicago, IL",success,Normal deposit transaction,0.28,Wednesday,5,False
TXN00000591,2024-03-13 08:39:53,ACC000043,USER0162,450.41,transfer,McDonald's,****8208,"New York, NY",success,Normal withdrawal transaction,0.13,Wednesday,8,False
LAUNDER_0016,2024-03-13 17:00:00,LAUNDER_003,LAUNDER_USER_06,9950.0,transfer,Wire Transfer,****8984,Bank Branch,success,Structured transaction to avoid reporting,0.91,Wednesday,17,False
TXN00000446,2024-03-13 19:42:44,ACC000144,USER0091,116.6,transfer,Online Store,****1587,"Los Angeles, CA",success,Normal deposit transaction,0.16,Wednesday,19,False
TXN00000586,2024-03-13 23:43:12,ACC000038,USER0015,84.66,deposit,Home Depot,****4858,"San Jose, CA",success,Normal transfer transaction,0.28,Wednesday,23,False
TXN00000042,2024-03-14 07:17:21,ACC000036,USER0078,110.33,withdrawal,Restaurant,****3503,"Jacksonville, FL",success,Normal withdrawal transaction,0.11,Thursday,7,False
TXN00000815,2024-03-14 12:26:54,ACC000113,USER0188,137.71,payment,Bank ATM,****7122,"Los Angeles, CA",success,Normal transfer transaction,0.2,Thursday,12,False
TXN00000710,2024-03-14 18:28:40,ACC000124,USER0041,173.17,deposit,Restaurant,****7188,"Chicago, IL",success,Normal transfer transaction,0.19,Thursday,18,False
TXN00000069,2024-03-14 21:25:52,ACC000065,USER0166,270.45,purchase,Restaurant,****9431,"New York, NY",success,Normal payment transaction,0.19,Thursday,21,False
TXN00000128,2024-03-15 13:00:39,ACC000048,USER0341,116.28,purchase,Online Store,****2108,"Dallas, TX",success,Normal payment transaction,0.2,Friday,13,False
VEL_FRAUD_002,2024-03-15 14:30:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,366.51,purchase,Online Store 7,****5678,"New York, NY",success,Rapid transaction pattern,0.86,Friday,14,False
VEL_FRAUD_007,2024-03-15 14:31:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1951.03,purchase,Online Store 2,****5678,"Los Angeles, CA",success,Rapid transaction pattern,0.82,Friday,14,False
VEL_FRAUD_017,2024-03-15 14:31:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,149.83,purchase,Online Store 10,****5678,Online,success,Rapid transaction pattern,0.92,Friday,14,False
VEL_FRAUD_027,2024-03-15 14:31:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1619.6,purchase,Online Store 6,****5678,"New York, NY",success,Rapid transaction pattern,0.84,Friday,14,False
VEL_FRAUD_028,2024-03-15 14:31:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1895.3,purchase,Online Store 1,****5678,Online,success,Rapid transaction pattern,0.86,Friday,14,False
VEL_FRAUD_011,2024-03-15 14:32:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1335.84,purchase,Online Store 2,****5678,Online,success,Rapid transaction pattern,0.9,Friday,14,False
VEL_FRAUD_025,2024-03-15 14:32:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1537.55,purchase,Online Store 2,****5678,"New York, NY",success,Rapid transaction pattern,0.91,Friday,14,False
VEL_FRAUD_024,2024-03-15 14:32:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1062.74,purchase,Online Store 10,****5678,"Los Angeles, CA",success,Rapid transaction pattern,0.88,Friday,14,False
VEL_FRAUD_023,2024-03-15 14:33:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1564.87,purchase,Online Store 10,****5678,Online,success,Rapid transaction pattern,0.81,Friday,14,False
VEL_FRAUD_019,2024-03-15 14:33:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1350.52,purchase,Online Store 4,****5678,"New York, NY",success,Rapid transaction pattern,0.82,Friday,14,False
VEL_FRAUD_022,2024-03-15 14:33:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,822.79,purchase,Online Store 8,****5678,"New York, NY",success,Rapid transaction pattern,0.86,Friday,14,False
VEL_FRAUD_030,2024-03-15 14:34:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1689.42,purchase,Online Store 7,****5678,"Los Angeles, CA",success,Rapid transaction pattern,0.85,Friday,14,False
VEL_FRAUD_013,2024-03-15 14:34:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,112.07,purchase,Online Store 7,****5678,Online,success,Rapid transaction pattern,0.8,Friday,14,False
VEL_FRAUD_020,2024-03-15 14:34:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,542.66,purchase,Online Store 4,****5678,"New York, NY",success,Rapid transaction pattern,0.8,Friday,14,False
VEL_FRAUD_001,2024-03-15 14:35:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,732.72,purchase,Online Store 5,****5678,"New York, NY",success,Rapid transaction pattern,0.89,Friday,14,False
VEL_FRAUD_026,2024-03-15 14:35:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1524.4,purchase,Online Store 6,****5678,"New York, NY",success,Rapid transaction pattern,0.83,Friday,14,False
VEL_FRAUD_015,2024-03-15 14:35:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1111.49,purchase,Online Store 4,****5678,"Los Angeles, CA",success,Rapid transaction pattern,0.94,Friday,14,False
VEL_FRAUD_012,2024-03-15 14:35:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,962.69,purchase,Online Store 7,****5678,Online,success,Rapid transaction pattern,0.86,Friday,14,False
VEL_FRAUD_014,2024-03-15 14:35:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,911.58,purchase,Online Store 5,****5678,Online,success,Rapid transaction pattern,0.89,Friday,14,False
VEL_FRAUD_010,2024-03-15 14:36:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1653.74,purchase,Online Store 8,****5678,"New York, NY",success,Rapid transaction pattern,0.93,Friday,14,False
VEL_FRAUD_029,2024-03-15 14:36:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,860.59,purchase,Online Store 2,****5678,"New York, NY",success,Rapid transaction pattern,0.85,Friday,14,False
VEL_FRAUD_021,2024-03-15 14:37:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,333.91,purchase,Online Store 7,****5678,Online,success,Rapid transaction pattern,0.87,Friday,14,False
VEL_FRAUD_003,2024-03-15 14:37:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1616.38,purchase,Online Store 9,****5678,Online,success,Rapid transaction pattern,0.94,Friday,14,False
VEL_FRAUD_005,2024-03-15 14:38:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1758.85,purchase,Online Store 6,****5678,"Los Angeles, CA",success,Rapid transaction pattern,0.87,Friday,14,False
VEL_FRAUD_008,2024-03-15 14:38:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,1707.97,purchase,Online Store 2,****5678,"Los Angeles, CA",success,Rapid transaction pattern,0.94,Friday,14,False
VEL_FRAUD_018,2024-03-15 14:38:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,762.19,purchase,Online Store 2,****5678,"New York, NY",success,Rapid transaction pattern,0.93,Friday,14,False
VEL_FRAUD_004,2024-03-15 14:38:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,809.6,purchase,Online Store 10,****5678,"New York, NY",success,Rapid transaction pattern,0.95,Friday,14,False
VEL_FRAUD_006,2024-03-15 14:39:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,734.13,purchase,Online Store 2,****5678,"Los Angeles, CA",success,Rapid transaction pattern,0.81,Friday,14,False
VEL_FRAUD_016,2024-03-15 14:39:00,VELOCITY_FRAUD_001,VELOCITY_USER_001,389.95,purchase,Online Store 3,****5678,Online,success,Rapid transaction pattern,0.85,Friday,14,False
