transaction_id,timestamp,user_id,account_id,amount,transaction_type,merchant,merchant_category,card_number,location,currency,status,channel,description,risk_score,fraud_indicator,ip_address,device_id,session_id,day_of_week,hour,is_weekend,is_business_hours,amount_category
TXN0C872361804E,2024-02-16 11:02:07,USER00196,ACC878967,88.96,payment,Safeway,grocery,****6618,"San Antonio, TX",USD,pending,mobile,Payment at Safeway,0.236,none,51.237.160.192,DEV865125,SES320595AD,Friday,11,False,True,small
TXNDE2CD628D2E8,2024-02-16 11:14:40,USER00277,ACC943718,572.38,deposit,Gas Company,utilities,****7444,"Philadelphia, PA",USD,success,online,Deposit at Gas Company,0.205,none,139.254.115.240,DEV209996,SES9CCC3DDF,Friday,11,False,True,medium
TXN2B2C05B3F707,2024-02-16 12:00:09,USER00198,ACC205409,98.28,refund,Target,grocery,****6284,"San Diego, CA",USD,success,phone,Refund at Target,0.146,none,220.89.49.161,DEV956675,SES28E32DB7,Friday,12,False,True,small
TXNE0D852C56531,2024-02-16 12:15:23,USER00446,ACC829168,3708.56,withdrawal,Apple Store,retail,****1273,"Philadelphia, PA",USD,success,atm,Withdrawal at Apple Store,0.156,none,188.150.180.82,DEV185879,SES87AEDC46,Friday,12,False,True,large
TXN6BEC22B6CC18,2024-02-16 12:51:42,USER00223,ACC591465,130.22,deposit,Texaco,gas,****6955,"Fort Worth, TX",USD,success,pos,Deposit at Texaco,0.156,none,142.184.174.90,DEV465493,SESE52A82F2,Friday,12,False,True,medium
TXN6150BCF129FB,2024-02-16 12:56:29,USER00295,ACC943298,47.68,purchase,McDonald's,restaurant,****8698,"Chicago, IL",USD,success,pos,Purchase at McDonald's,0.224,none,214.111.7.177,DEV275044,SES5854A673,Friday,12,False,True,small
TXN5B98DFEB8EB8,2024-02-16 13:05:50,USER00472,ACC361736,77.02,refund,Chevron,gas,****4063,"Philadelphia, PA",USD,success,online,Refund at Chevron,0.217,none,181.101.220.168,DEV856699,SES1F0179FE,Friday,13,False,True,small
TXN5E3922D85D27,2024-02-16 13:07:01,USER00051,ACC335612,300.8,transfer,Macy's,retail,****2447,"New York, NY",USD,success,online,Transfer at Macy's,0.111,none,182.186.241.58,DEV927624,SESE39E152B,Friday,13,False,True,medium
TXN833FB69BC10F,2024-02-16 13:27:22,USER00500,ACC904214,537.98,deposit,Chevron,gas,****9713,"New York, NY",USD,pending,pos,Deposit at Chevron,0.169,none,125.217.112.193,DEV859083,SESC52033DF,Friday,13,False,True,medium
TXNFC44DD7D1F23,2024-02-16 14:56:41,USER00127,ACC923927,591.63,transfer,Gas Company,utilities,****5435,"Charlotte, NC",USD,pending,mobile,Transfer at Gas Company,0.157,none,38.66.156.19,DEV364802,SES4F2A9537,Friday,14,False,True,medium
TXNB9CDAA97CAFA,2024-02-16 14:58:12,USER00217,ACC841296,194.74,refund,Pizza Hut,restaurant,****1522,"Charlotte, NC",USD,success,online,Refund at Pizza Hut,0.102,none,8.219.147.189,DEV182503,SES58A68648,Friday,14,False,True,medium
TXN421C7E4CA27E,2024-02-16 16:12:57,USER00201,ACC157174,209.77,deposit,Hospital,healthcare,****5078,"Phoenix, AZ",USD,success,mobile,Deposit at Hospital,0.099,none,255.9.51.118,DEV871041,SES77521443,Friday,16,False,True,medium
TXN74D886166FC7,2024-02-16 16:31:21,USER00135,ACC618392,655.56,payment,Kroger,grocery,****3360,"Phoenix, AZ",USD,pending,pos,Payment at Kroger,0.135,none,222.242.215.110,DEV749774,SES605DECAE,Friday,16,False,True,medium
TXNE7E73891A4B8,2024-02-16 17:33:00,USER00025,ACC825534,310.29,purchase,Online Transfer,financial,****9646,"Beijing, China",USD,success,atm,Suspicious account activity detected,0.874,account_takeover,77.247.181.165,UNKNOWN_DEV_2967,TAKEOVER_SES_8777EC8A,Friday,17,False,True,medium
TXNCB66D373D45E,2024-02-16 17:40:31,USER00439,ACC648913,770.21,payment,Target,grocery,****6363,"New York, NY",USD,pending,mobile,Payment at Target,0.164,none,1.124.50.48,DEV213735,SES732AEB3C,Friday,17,False,True,medium
TXN38ED52D06212,2024-02-16 22:33:00,USER00018,ACC791025,158.43,purchase,Cryptocurrency Exchange,financial,****6771,Unknown Location,USD,pending,mobile,Suspicious account activity detected,0.814,account_takeover,45.61.185.90,UNKNOWN_DEV_7112,TAKEOVER_SES_11C6D5BB,Friday,22,False,False,medium
TXN51827388A53A,2024-02-17 00:25:41,USER00001,ACC770487,144.62,deposit,Internet Provider,utilities,****5982,"Dallas, TX",USD,success,atm,Deposit at Internet Provider,0.134,none,165.217.198.215,DEV513987,SES1613A6F4,Saturday,0,True,False,medium
TXNA65905F7DEDB,2024-02-17 01:25:50,USER00192,ACC421080,743.47,withdrawal,Water Utility,utilities,****4063,"Jacksonville, FL",USD,success,pos,Withdrawal at Water Utility,0.242,none,234.187.6.172,DEV188716,SES5DF095B0,Saturday,1,True,False,medium
TXNAB8A9746875C,2024-02-17 03:05:00,USER00020,ACC745831,432.77,purchase,Online Transfer,financial,****1881,VPN - Suspicious,USD,flagged,online,Suspicious account activity detected,0.806,account_takeover,199.87.154.255,UNKNOWN_DEV_7381,TAKEOVER_SES_791A7565,Saturday,3,True,False,medium
TXN778108537403,2024-02-17 03:21:00,USER00064,ACC945476,899.12,purchase,Unknown Merchant,high_risk,****1400,"Miami, FL",USD,success,pos,Fraudulent card usage,0.846,card_fraud,132.249.60.41,FRAUD_DEV_5104,FRAUD_SES_478D8D55,Saturday,3,True,False,medium
TXN57A728A18E70,2024-02-17 03:23:05,USER00435,ACC977330,2052.13,refund,Electric Company,utilities,****2675,"New York, NY",USD,pending,pos,Refund at Electric Company,0.204,none,130.226.233.4,DEV453175,SES1CF92765,Saturday,3,True,False,large
TXN4CB565DBA9F5,2024-02-17 04:50:28,USER00030,ACC711878,410.28,refund,BP,gas,****6707,"San Diego, CA",USD,success,phone,Refund at BP,0.113,none,212.199.108.152,DEV641676,SES22A41D0B,Saturday,4,True,False,medium
TXN59133A6D8E83,2024-02-17 09:09:50,USER00337,ACC865054,128.83,withdrawal,Disney+,entertainment,****1102,"Columbus, OH",USD,success,atm,Withdrawal at Disney+,0.244,none,186.146.119.220,DEV243592,SES5505D144,Saturday,9,True,True,medium
TXN32EEAA699446,2024-02-17 09:12:04,USER00353,ACC196214,154.87,transfer,Spotify,entertainment,****9591,"Columbus, OH",USD,success,mobile,Transfer at Spotify,0.061,none,133.3.44.84,DEV530819,SESEDB9DD8A,Saturday,9,True,True,medium
TXN76C9719B45D8,2024-02-17 09:32:27,USER00028,ACC249811,875.28,deposit,Electric Company,utilities,****3262,"San Diego, CA",USD,success,atm,Deposit at Electric Company,0.198,none,25.75.202.40,DEV128635,SESA6C4F149,Saturday,9,True,True,medium
TXN32DE0B001345,2024-02-17 09:47:16,USER00155,ACC609232,78.26,refund,Chevron,gas,****4139,"Austin, TX",USD,pending,atm,Refund at Chevron,0.249,none,158.132.139.219,DEV932279,SES3A9FC556,Saturday,9,True,True,small
TXN3E9E2623A6C4,2024-02-17 10:11:47,USER00151,ACC508396,32.03,payment,Chevron,gas,****5572,"Fort Worth, TX",USD,pending,atm,Payment at Chevron,0.076,none,150.217.66.2,DEV446620,SES702FFF43,Saturday,10,True,True,small
TXNC18DB53D45E7,2024-02-17 10:27:28,USER00139,ACC239816,247.27,payment,Hospital,healthcare,****6798,"Austin, TX",USD,pending,online,Payment at Hospital,0.169,none,201.84.222.99,DEV112940,SES604077EB,Saturday,10,True,True,medium
TXN7B616DE72EBC,2024-02-17 11:07:11,USER00478,ACC192055,966.95,withdrawal,Spotify,entertainment,****8404,"Jacksonville, FL",USD,success,mobile,Withdrawal at Spotify,0.189,none,122.80.103.35,DEV900911,SES8E637FC8,Saturday,11,True,True,medium
TXNC805F1C178AB,2024-02-17 12:52:49,USER00016,ACC148050,85.34,refund,Shell,gas,****2948,"Chicago, IL",USD,success,atm,Refund at Shell,0.182,none,3.179.153.77,DEV459839,SES1139F2F5,Saturday,12,True,True,small
TXN77055861A1CB,2024-02-17 13:06:00,USER00083,ACC930062,289.54,purchase,Cash Advance Store,high_risk,****7299,Online - Suspicious,USD,success,atm,Fraudulent card usage,0.848,card_fraud,218.47.134.167,FRAUD_DEV_5952,FRAUD_SES_E05F973B,Saturday,13,True,True,medium
TXN731B73CEDB73,2024-02-17 13:55:15,USER00406,ACC119116,650.63,transfer,Macy's,retail,****4522,"Philadelphia, PA",USD,success,pos,Transfer at Macy's,0.157,none,18.56.249.20,DEV651059,SES84E473B4,Saturday,13,True,True,medium
TXNE25B2F032818,2024-02-17 14:35:33,USER00207,ACC259097,189.98,deposit,Safeway,grocery,****5107,"San Jose, CA",USD,success,online,Deposit at Safeway,0.139,none,229.97.175.53,DEV250802,SESC84A5CED,Saturday,14,True,True,medium
TXNE3287CE9F640,2024-02-17 15:18:06,USER00161,ACC576786,623.9,transfer,Spotify,entertainment,****4060,"Fort Worth, TX",USD,pending,pos,Transfer at Spotify,0.094,none,57.79.85.220,DEV199875,SES52CCAAC6,Saturday,15,True,True,medium
TXN75EE525E7886,2024-02-17 15:36:26,USER00217,ACC841296,165.33,transfer,Shell,gas,****7577,"Charlotte, NC",USD,success,mobile,Transfer at Shell,0.104,none,142.14.144.234,DEV427319,SES01530F48,Saturday,15,True,True,medium
TXN25AF0AB7BF3B,2024-02-17 16:08:04,USER00488,ACC231414,935.32,purchase,Netflix,entertainment,****7417,"Chicago, IL",USD,success,phone,Purchase at Netflix,0.075,none,143.235.136.190,DEV105213,SESD5981EF4,Saturday,16,True,True,medium
TXN36C93E73D01D,2024-02-17 16:13:00,USER00012,ACC950989,229.2,transfer,Online Transfer,financial,****7191,"Beijing, China",USD,success,atm,Suspicious account activity detected,0.932,account_takeover,185.220.102.8,UNKNOWN_DEV_8434,TAKEOVER_SES_00DA5E70,Saturday,16,True,True,medium
TXN6EA630003E4B,2024-02-17 16:47:00,USER00001,ACC919121,2.78,purchase,High-Risk Online Store,high_risk,****6077,"Reno, NV",USD,pending,pos,Card testing transaction,0.792,card_fraud,54.54.72.175,FRAUD_DEV_7801,FRAUD_SES_CCE86544,Saturday,16,True,True,small
TXN3AFD3BF4CA00,2024-02-17 17:23:20,USER00296,ACC247594,168.06,withdrawal,Bank ATM,financial,****9019,"Fort Worth, TX",USD,pending,atm,Withdrawal at Bank ATM,0.169,none,157.101.151.30,DEV464825,SESD3CD3C3D,Saturday,17,True,True,medium
TXNABADFA0FFF2A,2024-02-17 17:25:52,USER00051,ACC335612,120.09,refund,Safeway,grocery,****9788,"New York, NY",USD,pending,mobile,Refund at Safeway,0.063,none,215.150.138.183,DEV958602,SES77CA2BDF,Saturday,17,True,True,medium
TXNB98545447D36,2024-02-17 22:03:00,USER00017,ACC569332,1.36,purchase,Cryptocurrency Exchange,high_risk,****1880,"Atlantic City, NJ",USD,declined,pos,Card testing transaction,0.619,card_fraud,170.61.86.16,FRAUD_DEV_9000,FRAUD_SES_CDA0457C,Saturday,22,True,False,small
TXN0DB7BEEF9828,2024-02-17 22:26:33,USER00228,ACC704238,408.44,purchase,Amazon,retail,****3539,"San Francisco, CA",USD,success,phone,Purchase at Amazon,0.24,none,24.198.204.183,DEV284235,SES506000C5,Saturday,22,True,False,medium
TXNAB318FCE8607,2024-02-18 02:28:00,USER00090,ACC198121,2323.75,purchase,Pawn Shop,high_risk,****2827,Online - Suspicious,USD,flagged,pos,Fraudulent card usage,0.901,card_fraud,96.6.249.178,FRAUD_DEV_1665,FRAUD_SES_9CCCA672,Sunday,2,True,False,large
TXN83CECDFBD0D5,2024-02-18 03:06:00,USER00066,ACC258360,864.34,purchase,Gift Card Store,high_risk,****1880,"Reno, NV",USD,success,online,Fraudulent card usage,0.803,card_fraud,95.228.1.200,FRAUD_DEV_7021,FRAUD_SES_91AD6642,Sunday,3,True,False,medium
TXNF4DD0F599627,2024-02-18 05:06:11,USER00500,ACC904214,1597.28,withdrawal,Spotify,entertainment,****8043,"New York, NY",USD,success,phone,Withdrawal at Spotify,0.162,none,241.15.105.160,DEV833665,SESAB767796,Sunday,5,True,False,large
TXN2D3FA8184383,2024-02-18 06:56:54,USER00500,ACC904214,368.06,purchase,Bank ATM,financial,****9880,"New York, NY",USD,success,atm,Purchase at Bank ATM,0.143,none,13.162.176.120,DEV479518,SES03CE483B,Sunday,6,True,False,medium
TXN93AAA8CEE68C,2024-02-18 07:21:22,USER00401,ACC711046,410.16,refund,Bank ATM,financial,****8245,"San Jose, CA",USD,success,online,Refund at Bank ATM,0.203,none,216.207.169.231,DEV328610,SES6679EB96,Sunday,7,True,False,medium
TXN10EE727FF882,2024-02-18 10:22:55,USER00135,ACC618392,1648.63,refund,Bank ATM,financial,****3341,"Phoenix, AZ",USD,success,online,Refund at Bank ATM,0.063,none,190.74.119.98,DEV278861,SES298A3EFD,Sunday,10,True,True,large
TXN8DC09061802E,2024-02-18 10:46:53,USER00137,ACC329471,74.5,purchase,KFC,restaurant,****4403,"Charlotte, NC",USD,success,pos,Purchase at KFC,0.167,none,149.123.119.26,DEV663015,SES941299CF,Sunday,10,True,True,small
TXN14AB58C497FB,2024-02-18 11:50:43,USER00219,ACC545790,45.01,refund,McDonald's,restaurant,****4186,"San Diego, CA",USD,success,online,Refund at McDonald's,0.21,none,62.20.121.158,DEV652477,SES112522E0,Sunday,11,True,True,small
TXN842F7D5D668A,2024-02-18 12:42:30,USER00441,ACC491435,189.14,transfer,Credit Union,financial,****7354,"New York, NY",USD,pending,phone,Transfer at Credit Union,0.222,none,19.38.171.33,DEV999516,SES06472AB9,Sunday,12,True,True,medium
TXN3B464A972C54,2024-02-18 13:00:00,USER00013,ACC593186,9672.98,transfer,ATM Withdrawal,financial,****4265,Proxy Server,USD,pending,atm,Suspicious account activity detected,0.751,account_takeover,199.87.154.255,UNKNOWN_DEV_8606,TAKEOVER_SES_39B68C5D,Sunday,13,True,True,large
TXN64FECAA5FA3D,2024-02-18 15:38:04,USER00252,ACC861319,303.59,withdrawal,Shell,gas,****9180,"San Francisco, CA",USD,success,phone,Withdrawal at Shell,0.244,none,169.253.98.32,DEV920466,SES7C6C8740,Sunday,15,True,True,medium
TXNB8C76AE6F417,2024-02-18 16:00:36,USER00461,ACC274739,1504.84,deposit,Costco,grocery,****6549,"Charlotte, NC",USD,success,online,Deposit at Costco,0.244,none,221.119.22.35,DEV983973,SESCEB223E6,Sunday,16,True,True,large
TXNE8B286C4AD38,2024-02-18 16:08:02,USER00250,ACC173201,797.4,withdrawal,Costco,grocery,****4907,"Austin, TX",USD,success,mobile,Withdrawal at Costco,0.063,none,139.165.79.128,DEV659876,SES1E1898FC,Sunday,16,True,True,medium
TXN3C72C33B8F74,2024-02-18 16:20:42,USER00259,ACC619389,197.09,deposit,Kroger,grocery,****9956,"Austin, TX",USD,success,atm,Deposit at Kroger,0.139,none,110.213.204.129,DEV712592,SESBCD5F623,Sunday,16,True,True,medium
TXN8BDBF450FA06,2024-02-18 16:36:11,USER00151,ACC508396,233.1,payment,Water Utility,utilities,****5510,"Fort Worth, TX",USD,pending,phone,Payment at Water Utility,0.082,none,136.40.116.76,DEV959222,SES7F6E2D00,Sunday,16,True,True,medium
TXNEBDCDB362ECA,2024-02-18 16:50:25,USER00188,ACC855053,2233.22,purchase,Electric Company,utilities,****8871,"San Diego, CA",USD,pending,online,Purchase at Electric Company,0.22,none,24.170.168.83,DEV652953,SES064AF6E0,Sunday,16,True,True,large
TXNB7BAEF4DAA92,2024-02-19 01:19:21,USER00002,ACC356787,53.46,withdrawal,McDonald's,restaurant,****3941,"Houston, TX",USD,success,phone,Withdrawal at McDonald's,0.248,none,58.15.56.33,DEV986210,SES74CBDD22,Monday,1,False,False,small
TXN8A7DCA522F0B,2024-02-19 03:39:00,USER00119,ACC173372,142.42,purchase,Spotify,entertainment,****8669,"Austin, TX",USD,success,pos,Purchase at Spotify,0.148,none,80.250.158.59,DEV553208,SESB6251015,Monday,3,False,False,medium
TXN893ACDE8D681,2024-02-19 05:19:00,USER00081,ACC290157,2429.32,purchase,Liquor Store,high_risk,****8814,High-Risk Merchant Location,USD,flagged,atm,Fraudulent card usage,0.975,card_fraud,250.228.238.142,FRAUD_DEV_7940,FRAUD_SES_3CA1DDCB,Monday,5,False,False,large
TXN7820BC9B0D23,2024-02-19 08:02:01,USER00113,ACC128941,76.93,payment,Shell,gas,****4552,"Philadelphia, PA",USD,pending,online,Payment at Shell,0.192,none,31.23.220.155,DEV236217,SESBF832E40,Monday,8,False,False,small
TXN5405F7C5DDC7,2024-02-19 10:26:10,USER00466,ACC170499,762.46,withdrawal,Apple Store,retail,****5947,"Jacksonville, FL",USD,success,online,Withdrawal at Apple Store,0.11,none,120.27.65.103,DEV946057,SES32B7B8BB,Monday,10,False,True,medium
TXN53A304CE6CF0,2024-02-19 11:14:02,USER00252,ACC861319,764.14,transfer,Kroger,grocery,****4646,"San Francisco, CA",USD,success,pos,Transfer at Kroger,0.063,none,238.245.253.113,DEV747033,SES50FF555A,Monday,11,False,True,medium
TXNCFCE46081588,2024-02-19 11:23:56,USER00087,ACC741390,89.7,transfer,Insurance Company,financial,****5931,"San Jose, CA",USD,pending,online,Transfer at Insurance Company,0.123,none,22.128.87.50,DEV258501,SESD0950EC8,Monday,11,False,True,small
TXN1A04655BDC68,2024-02-19 11:44:15,USER00026,ACC169403,96.52,withdrawal,Exxon,gas,****2144,"Austin, TX",USD,success,phone,Withdrawal at Exxon,0.113,none,192.202.8.119,DEV123947,SES4BA02BA1,Monday,11,False,True,small
TXN8D5DC5A48AA5,2024-02-19 11:52:24,USER00488,ACC231414,716.23,payment,Insurance Company,financial,****7809,"Chicago, IL",USD,success,mobile,Payment at Insurance Company,0.083,none,145.8.204.195,DEV331241,SES53D00E51,Monday,11,False,True,medium
TXNBC15B4D0280E,2024-02-19 11:53:33,USER00107,ACC501124,148.68,deposit,Electric Company,utilities,****4635,"San Diego, CA",USD,success,online,Deposit at Electric Company,0.068,none,183.154.117.135,DEV589108,SES720F6F41,Monday,11,False,True,medium
TXN3AF96E0CC872,2024-02-19 12:45:28,USER00062,ACC939482,60.95,purchase,Mobil,gas,****5939,"San Antonio, TX",USD,success,pos,Purchase at Mobil,0.157,none,40.12.33.50,DEV538527,SES6E6AEA79,Monday,12,False,True,small
TXN44B122F8A2DE,2024-02-19 13:06:39,USER00028,ACC249811,728.24,refund,Kroger,grocery,****9125,"San Diego, CA",USD,success,phone,Refund at Kroger,0.092,none,187.143.120.163,DEV703503,SESD36E84E5,Monday,13,False,True,medium
TXN60A8CBD4D7D0,2024-02-19 13:07:11,USER00114,ACC708792,412.11,refund,Whole Foods,grocery,****2198,"Houston, TX",USD,success,online,Refund at Whole Foods,0.1,none,51.186.149.125,DEV446922,SESD123A718,Monday,13,False,True,medium
TXN4D3F62DA05D2,2024-02-19 13:30:22,USER00224,ACC385470,1190.93,transfer,Nike,retail,****6556,"Chicago, IL",USD,pending,mobile,Transfer at Nike,0.076,none,76.186.183.100,DEV537110,SES2CE00788,Monday,13,False,True,large
TXNC74B2CA0F743,2024-02-19 13:40:00,USER00039,ACC161506,2.61,purchase,Gas Station (High Risk),high_risk,****2827,"Miami, FL",USD,pending,online,Card testing transaction,0.798,card_fraud,228.216.183.69,FRAUD_DEV_4114,FRAUD_SES_EC3CD804,Monday,13,False,True,small
TXNFC2F9504C4BE,2024-02-19 13:51:49,USER00334,ACC203996,483.8,withdrawal,Macy's,retail,****3658,"San Antonio, TX",USD,success,mobile,Withdrawal at Macy's,0.167,none,203.255.99.155,DEV801381,SESC38177C3,Monday,13,False,True,medium
TXN155A97F47B9F,2024-02-19 14:00:27,USER00452,ACC400009,1521.11,transfer,Amazon,retail,****9868,"Austin, TX",USD,success,online,Transfer at Amazon,0.095,none,231.135.75.5,DEV209684,SESE1BCD16B,Monday,14,False,True,large
TXNB010B2230331,2024-02-19 14:04:07,USER00429,ACC895702,1214.06,deposit,Spotify,entertainment,****9915,"New York, NY",USD,success,atm,Deposit at Spotify,0.147,none,67.208.23.221,DEV432944,SES55114ADE,Monday,14,False,True,large
TXN4CB8BBE5E536,2024-02-19 14:21:19,USER00003,ACC809570,116.68,withdrawal,Credit Union,financial,****4472,"Columbus, OH",USD,success,atm,Withdrawal at Credit Union,0.173,none,32.14.27.171,DEV488563,SESD484BE9B,Monday,14,False,True,medium
TXN8D9BC4FD429D,2024-02-19 15:39:41,USER00124,ACC797229,777.91,transfer,Whole Foods,grocery,****7396,"Philadelphia, PA",USD,success,mobile,Transfer at Whole Foods,0.231,none,133.41.112.60,DEV204415,SES66AE8EFA,Monday,15,False,True,medium
TXN4B5B5B851728,2024-02-19 15:40:42,USER00468,ACC734487,169.3,purchase,Subway,restaurant,****8337,"Charlotte, NC",USD,pending,online,Purchase at Subway,0.112,none,77.140.176.21,DEV358424,SESD37673DA,Monday,15,False,True,medium
TXN564418D6D3C7,2024-02-19 17:05:37,USER00083,ACC580547,31.66,purchase,Exxon,gas,****3302,"San Antonio, TX",USD,success,atm,Purchase at Exxon,0.205,none,146.140.222.19,DEV457261,SES00F72F07,Monday,17,False,True,small
TXN971F8896096C,2024-02-19 19:48:49,USER00356,ACC155164,365.09,withdrawal,Best Buy,retail,****5035,"Los Angeles, CA",USD,success,pos,Withdrawal at Best Buy,0.168,none,34.2.208.138,DEV127946,SES598DF708,Monday,19,False,False,medium
TXN09C6B2936126,2024-02-19 20:45:00,USER00019,ACC262936,1425.36,withdrawal,Online Transfer,financial,****1332,"Moscow, Russia",USD,flagged,online,Suspicious account activity detected,0.896,account_takeover,199.87.154.255,UNKNOWN_DEV_7318,TAKEOVER_SES_190B151F,Monday,20,False,False,large
TXNE76A72ED6DCA,2024-02-20 05:06:00,USER00017,ACC953763,435.32,purchase,Money Transfer Service,financial,****8390,"Lagos, Nigeria",USD,flagged,mobile,Suspicious account activity detected,0.839,account_takeover,77.247.181.165,UNKNOWN_DEV_1862,TAKEOVER_SES_87E67BE9,Tuesday,5,False,False,medium
TXN536CAC755D92,2024-02-20 07:03:11,USER00315,ACC196126,390.4,deposit,Internet Provider,utilities,****3222,"New York, NY",USD,success,mobile,Deposit at Internet Provider,0.208,none,57.30.203.73,DEV955631,SES82CBD3EA,Tuesday,7,False,False,medium
TXNFEE674E464C7,2024-02-20 07:11:00,USER00090,ACC970628,663.64,purchase,High-Risk Online Store,high_risk,****3749,"Miami, FL",USD,flagged,pos,Fraudulent card usage,0.865,card_fraud,152.203.46.228,FRAUD_DEV_7680,FRAUD_SES_F24C658C,Tuesday,7,False,False,medium
TXN64AA81680F98,2024-02-20 09:28:23,USER00196,ACC878967,627.57,payment,Amazon,retail,****6381,"San Antonio, TX",USD,success,atm,Payment at Amazon,0.233,none,129.236.4.156,DEV386290,SESCCB883EB,Tuesday,9,False,True,medium
TXN69A4A8D27EA6,2024-02-20 09:28:40,USER00412,ACC289630,294.68,deposit,Credit Union,financial,****2568,"Charlotte, NC",USD,success,pos,Deposit at Credit Union,0.139,none,172.65.148.69,DEV514909,SESF71665F3,Tuesday,9,False,True,medium
TXNDDEF033C741D,2024-02-20 09:46:47,USER00431,ACC975522,174.79,deposit,KFC,restaurant,****9602,"Columbus, OH",USD,success,phone,Deposit at KFC,0.123,none,59.178.243.136,DEV274853,SES324EFA82,Tuesday,9,False,True,medium
TXN00C404EA4B5B,2024-02-20 10:32:02,USER00361,ACC811163,643.71,transfer,Bank ATM,financial,****8568,"San Jose, CA",USD,success,atm,Transfer at Bank ATM,0.066,none,13.209.223.74,DEV478662,SES8FBF46D2,Tuesday,10,False,True,medium
TXND2D055FD8FF9,2024-02-20 12:08:18,USER00092,ACC629959,807.23,transfer,Costco,grocery,****3203,"Los Angeles, CA",USD,success,online,Transfer at Costco,0.195,none,186.53.94.161,DEV893341,SES2D58B040,Tuesday,12,False,True,medium
TXN304C804DA73C,2024-02-20 12:14:00,USER00006,ACC126470,660.73,transfer,Money Transfer Service,financial,****4173,Foreign IP,USD,success,mobile,Suspicious account activity detected,0.915,account_takeover,198.96.155.3,UNKNOWN_DEV_3283,TAKEOVER_SES_1D6B3BC0,Tuesday,12,False,True,medium
TXNA674C5E64A1A,2024-02-20 13:01:05,USER00270,ACC440131,244.56,payment,Bank ATM,financial,****7462,"Jacksonville, FL",USD,success,mobile,Payment at Bank ATM,0.114,none,155.131.242.15,DEV799155,SES8264219B,Tuesday,13,False,True,medium
TXNBA019AA39363,2024-02-20 15:50:22,USER00296,ACC247594,366.96,transfer,Medical Center,healthcare,****7792,"Fort Worth, TX",USD,success,online,Transfer at Medical Center,0.098,none,240.3.208.84,DEV706916,SES622E5B65,Tuesday,15,False,True,medium
TXNFE9DD33F98C8,2024-02-20 16:02:37,USER00162,ACC391773,1217.08,refund,Dental Office,healthcare,****4055,"Chicago, IL",USD,success,mobile,Refund at Dental Office,0.066,none,226.163.145.167,DEV475488,SESA07FD9B9,Tuesday,16,False,True,large
TXN0D36E2F86109,2024-02-20 18:38:53,USER00234,ACC827369,1574.55,deposit,Investment Firm,financial,****2105,"Fort Worth, TX",USD,pending,pos,Deposit at Investment Firm,0.101,none,116.69.175.22,DEV177060,SESB4FE95C0,Tuesday,18,False,False,large
TXN1413C9F1F59D,2024-02-20 21:08:00,USER00020,ACC153321,496.71,withdrawal,Online Transfer,financial,****6477,Foreign IP,USD,success,atm,Suspicious account activity detected,0.802,account_takeover,192.42.116.16,UNKNOWN_DEV_4189,TAKEOVER_SES_1E4600B6,Tuesday,21,False,False,medium
TXN0799902778B3,2024-02-21 01:01:17,USER00409,ACC410160,340.43,deposit,Macy's,retail,****6254,"Los Angeles, CA",USD,success,mobile,Deposit at Macy's,0.063,none,214.224.42.245,DEV320254,SESEF855C7A,Wednesday,1,False,False,medium
TXN36C6C469101E,2024-02-21 06:08:33,USER00473,ACC623285,890.65,withdrawal,Amazon,retail,****3202,"Houston, TX",USD,success,mobile,Withdrawal at Amazon,0.165,none,28.56.53.225,DEV110444,SES68FF1722,Wednesday,6,False,False,medium
TXN146E22BA29E8,2024-02-21 09:10:17,USER00224,ACC385470,1297.12,withdrawal,Kroger,grocery,****5551,"Chicago, IL",USD,pending,pos,Withdrawal at Kroger,0.179,none,11.247.185.125,DEV920231,SES1F1E7965,Wednesday,9,False,True,large
TXNED6ED12E87F7,2024-02-21 09:13:21,USER00446,ACC829168,356.69,payment,Taco Bell,restaurant,****9478,"Philadelphia, PA",USD,success,pos,Payment at Taco Bell,0.239,none,7.178.53.99,DEV694954,SES2B28C0EA,Wednesday,9,False,True,medium
TXND15593057BC1,2024-02-21 10:26:31,USER00311,ACC327823,1978.74,deposit,Credit Union,financial,****7607,"San Diego, CA",USD,success,phone,Deposit at Credit Union,0.102,none,209.155.247.225,DEV104799,SES280A4B1D,Wednesday,10,False,True,large
TXN19C396A0EF0C,2024-02-21 11:20:41,USER00363,ACC108060,541.07,transfer,Apple Store,retail,****5167,"San Antonio, TX",USD,success,online,Transfer at Apple Store,0.185,none,80.185.39.4,DEV738794,SES04FE1330,Wednesday,11,False,True,medium
TXNB44C24E18E75,2024-02-21 12:00:36,USER00377,ACC332335,911.88,deposit,Credit Union,financial,****4541,"Chicago, IL",USD,success,phone,Deposit at Credit Union,0.191,none,3.110.13.204,DEV192195,SESAE392BE7,Wednesday,12,False,True,medium
TXN21B7E144E1F3,2024-02-21 12:49:59,USER00275,ACC343467,772.46,purchase,Pizza Hut,restaurant,****6699,"Dallas, TX",USD,success,phone,Purchase at Pizza Hut,0.195,none,150.99.182.210,DEV296256,SES156D1F16,Wednesday,12,False,True,medium
TXNDD4B3C0D57B6,2024-02-21 13:21:56,USER00017,ACC996865,118.48,purchase,Starbucks,restaurant,****6400,"Fort Worth, TX",USD,success,pos,Purchase at Starbucks,0.149,none,207.243.145.232,DEV739633,SESBCFE13F2,Wednesday,13,False,True,medium
